id,pos,gloss,persian_gloss,checked
74413,noun,"the time of a particular event; ""on the occasion of his 60th birthday""","زمان یک رویداد خاص ؛""به مناسبت 60 سالگی او""",1
74415,noun,meal made from ground matzos,وعده غذایی ساخته شده از ماتزوهای زمینی,1
74414,noun,coarsely ground grain in the form of pellets (as for pet food),دانه درشت آسیاب شده به صورت گلوله (برای غذای حیوانات خانگی),1
74417,noun,meal made from dried peas,وعده غذایی ساخته شده از نخود فرنگی خشک,1
74416,noun,meal made from rolled or ground oats,وعده غذایی ساخته شده از جو دوسر نورد یا آسیاب شده,1
74419,noun,the customary or habitual hour for eating breakfast,ساعت معمول یا معمول برای خوردن صبحانه,1
74418,noun,meal made of finely ground corn mixed with sugar and spices,وعده غذایی ساخته شده از ذرت ریز خرد شده با شکر و ادویه جات مخلوط شده است,1
74420,noun,"the customary or habitual hour for eating lunch; ""he observed a regular lunchtime""","ساعت معمول یا معمول برای خوردن ناهار ؛""او یک ساعت ناهار منظم را مشاهده کرد""",1
74421,noun,the customary or habitual hour for the evening meal,ساعت معمول یا معمول برای وعده عصرانه,1
74424,noun,a U-shaped curve in a stream,منحنی U شکل در یک جریان,1
74423,verb,"move along a winding path; ""The army snaked through the jungle""","در امتداد یک مسیر پیچ در پیچ حرکت کنید.""ارتش از جنگل پنهان شد""",1
74422,adjective,"(used of persons or behavior) characterized by or indicative of lack of generosity; ""a mean person""; ""he left a miserly tip""","(مورد استفاده از اشخاص یا رفتار) مشخصه کمبود سخاوت و یا نشانگر آن است.""یک فرد متوسط""؛""او یک نکته بخیل باقی گذاشت""",1
74426,noun,a subdued emotional quality underlying an utterance; implicit meaning,یک کیفیت احساسی فروتنانه زیربناییمعنای ضمنی,1
74425,adjective,"rich in significance or implication; ""a meaning look""; ""pregnant with meaning""","غنی از اهمیت یا مفهوم؛""یک نگاه معنی دار""؛""باردار با معنی""",1
74428,adjective,"being on topic and prompting thought; ""a meaty discussion""","در مورد موضوع بودن و فکر کردن""یک بحث گوشتی""",1
74429,adjective,"having meaning through having an aim; ""led a happy purposeful life""","معنی داشتن از طریق داشتن هدف؛""یک زندگی هدفمند و شاد را پشت سر گذاشت""",1
74427,noun,"the relation between a word or phrase and the object or idea it refers to; ""he argued that reference is a consequence of conditioned reflexes""","رابطه بین یک کلمه یا عبارت با شی یا ایده ای که به آن اشاره دارد.""او استدلال کرد که مرجع نتیجه بازتابهای شرطی است""",1
74431,adjective,"having no intelligible meaning; ""nonsense syllables""; ""a nonsensical jumble of words""","فاقد معنای قابل فهم""هجاهای بی معنی""؛""یک مزخرف بی معنی کلمات""",1
74430,adjective,"lacking the thinking capacity characteristic of a conscious being; ""the shrieking of the mindless wind""","فاقد ویژگی تفکر یک موجود آگاه ؛""جیغ باد بی فکر""",1
74433,noun,the quality of being measurable,کیفیت قابل اندازه گیری بودن,1
74432,adjective,"lacking import; ""a pointless remark""; ""a life essentially purposeless""; ""senseless violence""","فاقد واردات؛""یک اظهار نظر بی معنی""؛""یک زندگی اساساً بی هدف""؛""خشونت بی معنی""",1
74434,noun,the quality of being capable of being rated or estimated,کیفیت توانایی رتبه بندی یا برآورد شدن,1
74435,noun,the quality of being scalable,کیفیت مقیاس پذیر بودن,1
74437,verb,"measure by using trigonometry; ""triangulate the angle""","اندازه گیری با استفاده از مثلثات ؛""مثلث زاویه""",1
74436,verb,"measure the altitude of by using a sextant; ""shoot a star""","اندازه گیری ارتفاع با استفاده از یک sextant ؛""یک ستاره شلیک کن""",1
74438,verb,"measure with or as if with scales; ""scale the gold""","اندازه گیری با یا مثل اینکه با مقیاس؛""مقیاس طلا""",1
74439,verb,"measure with a meter; ""meter the flow of water""","اندازه گیری با متر""جریان آب را اندازه بگیرید""",1
74440,verb,"measure (distances) by pacing; ""step off ten yards""","اندازه گیری (فاصله) با گام برداشتن ؛""پا از ده یاردی بردار""",1
74442,verb,measure the depth of something,عمق چیزی را اندازه گیری کنید,1
74441,verb,measure by (the volume or concentration of solutions) by titration,اندازه گیری توسط (حجم یا غلظت محلول ها) توسط تیتراسیون,1
74444,verb,have a certain weight,وزن خاصی دارند,1
74443,verb,"be tall; have a height of; copula; ""She stands 6 feet tall""","قد بلند باشدارای ارتفاعکوپولا""او 6 پا بلند است""",1
74445,verb,"measure by or as if by a scale; ""This bike scales only 25 pounds""","اندازه گیری با یا مثل اینکه با مقیاس؛""این دوچرخه فقط 25 پوند وزن دارد""",1
74446,noun,the measurement of tremors and shocks and undulatory movements of earthquakes,اندازه گیری لرزه ها و ضربه ها و حرکات تورم زلزله,1
74448,noun,measuring sensitivity to pain or pressure,اندازه گیری حساسیت به درد یا فشار,1
74449,noun,recording anemometrical measurements,اندازه گیری اندازه گیری های هندسی,1
74447,noun,chemical analysis to determine the amounts of each element in the substance,تجزیه و تحلیل شیمیایی برای تعیین مقدار هر عنصر در ماده,1
74452,noun,measurement of human heads,اندازه گیری سر انسان,1
74451,noun,measuring sensitivity of hearing,اندازه گیری حساسیت شنوایی,1
74453,noun,measuring the dose of radiation emitted by a radioactive source,اندازه گیری دوز تابش ساطع شده توسط یک منبع رادیواکتیو,1
74454,noun,measurement of a fetus (especially the diameter of the head),اندازه گیری جنین (به خصوص قطر سر),1
74450,noun,measurement of the pH level and the oxygen and carbon dioxide concentrations in arterial blood; important in diagnosis of many respiratory diseases,اندازه گیری سطح pH و غلظت اکسیژن و دی اکسید کربن در خون شریانی.در تشخیص بسیاری از بیماریهای تنفسی مهم است,1
74455,noun,measurement of the elevation of land above sea level,اندازه گیری ارتفاع زمین از سطح دریا,1
74457,noun,measuring with a micrometer,اندازه گیری با میکرومتر,1
74458,noun,the act of making and recording a measurement,عمل ساخت و ضبط اندازه گیری,1
74456,noun,a generic term used to cover any application of measurement techniques to the quantification of mental functions,اصطلاحی عمومی که برای پوشش هر کاربرد تکنیک های اندازه گیری برای تعیین کمیت عملکردهای ذهنی استفاده می شود,1
74460,noun,measurement of the properties of light (especially luminous intensity),اندازه گیری خصوصیات نور (به ویژه شدت نور),1
74459,noun,measurement of the dimensions of the bony birth canal (to determine whether vaginal birth is possible),اندازه گیری ابعاد کانال تولد استخوانی (برای تعیین امکان تولد واژینال),1
74462,noun,"the act of measuring with meters or similar instruments; ""he has a job meter reading for the gas company""","عمل اندازه گیری با متر یا ابزار مشابه ؛""او برای شرکت گاز یک متر شغل خواندن دارد""",1
74461,noun,measurement of the amount of radioactive material (usually carbon 14) that an object contains; can be used to estimate the age of the object,اندازه گیری مقدار ماده رادیواکتیو (معمولاً کربن 14) موجود در یک شی.می تواند برای تخمین سن شی استفاده شود,1
74463,noun,measurement at regular intervals of the amplitude of a varying waveform (in order to convert it to digital form),اندازه گیری در فواصل منظم دامنه یک شکل موج متفاوت (برای تبدیل آن به فرم دیجیتال),1
74464,noun,the act of measuring depth of water (usually with a sounding line),عمل اندازه گیری عمق آب (معمولاً با خط صدا),1
74467,noun,the use of a spirometer to measure vital capacity,استفاده از اسپیرومتر برای اندازه گیری ظرفیت حیاتی,1
74466,noun,act of measuring or arranging or adjusting according to a scale,عمل اندازه گیری یا ترتیب یا تنظیم با توجه به مقیاس,1
74465,noun,locating a source of sound (as an enemy gun) by measurements of the time the sound arrives at microphones in known positions,یافتن منبع صدا (به عنوان اسلحه دشمن) با اندازه گیری زمان رسیدن صدا به میکروفون ها در موقعیت های شناخته شده,1
74470,noun,the measurement of temperature,اندازه گیری دما,1
74469,noun,automatic transmission and measurement of data from remote sources by wire or radio or other means,انتقال و اندازه گیری خودکار داده ها از منابع از راه دور با سیم یا رادیو یا سایر روش ها,1
74472,noun,the measurement of viscosity,اندازه گیری ویسکوزیته,1
74468,noun,"the practice of measuring angles and distances on the ground so that they can be accurately plotted on a map; ""he studied surveying at college""","عمل اندازه گیری زاویه ها و فواصل روی زمین به طوری که بتوان آنها را به طور دقیق روی نقشه ترسیم کرد.""او در دانشگاه نقشه برداری تحصیل کرد""",1
74475,noun,a measure used in computing board feet,اندازه گیری مورد استفاده در محاسبه فوت صفحه,1
74471,noun,the measurement of changes in weight as a function of changes in temperature used as a technique of chemically analyzing substances,اندازه گیری تغییرات وزن به عنوان تابعی از تغییرات دما که به عنوان تکنیک تجزیه شیمیایی مواد استفاده می شود,1
74473,noun,a measure undertaken by a corporation to discourage unwanted takeover attempts,اقدامی که توسط یک شرکت برای جلوگیری از تلاشهای ناخواسته تصاحب انجام شده است,1
74474,noun,measuring instrument having a sequence of marks at regular intervals; used as a reference in making measurements,ابزار اندازه گیری دارای دنباله ای از علائم در فواصل منظم ؛به عنوان مرجع در اندازه گیری استفاده می شود,1
74479,adjective,(of water depth) measured by a line and plumb,(از عمق آب) با یک خط و شیب اندازه گیری می شود,1
74478,adjective,"determined by measurement; ""the measured distance was less than a mile""","با اندازه گیری تعیین می شود""فاصله اندازه گیری شده کمتر از یک مایل بود""",1
74476,noun,measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths,چوب اندازه گیری متشکل از یک نوار چوبی یا فلزی یا پلاستیکی با لبه مستقیم که برای ترسیم خطوط مستقیم و اندازه گیری طول استفاده می شود,1
74477,noun,a mechanical measuring stick used by shoe fitters to measure the length and width of your foot,یک چوب اندازه گیری مکانیکی که توسط اتصالات کفش برای اندازه گیری طول و عرض پای شما استفاده می شود,1
74480,adjective,the rhythmic arrangement of syllables,چیدمان موزون هجا ها,1
74481,noun,tough meat that needs stewing to be edible,گوشت سختی که خورشتن به خورشت نیاز دارد,1
74484,noun,meat from a mature domestic sheep,گوشت گوسفند خانگی بالغ,1
74482,noun,"meat that is dark in color before cooking (as beef, venison, lamb, mutton)",گوشتی که قبل از پخت رنگ آن تیره باشد (به عنوان گوشت گاو ، گوساله ، گوسفند ، گوسفند),1
74485,noun,any meat that is minced and spiced and cooked as patties or used to fill sausages,هر گوشتی که چرخ کرده و ادویه دار باشد و به عنوان پنیر پخته شود یا برای پر کردن سوسیس استفاده شود,1
74483,noun,lean dried meat pounded fine and mixed with melted fat; used especially by North American Indians,گوشت خشک بدون چربی خوب کوبیده و با چربی ذوب شده مخلوط می شود.به خصوص توسط سرخپوستان آمریکای شمالی استفاده می شود,1
74486,noun,edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic,حلزون خشکی خوراکی معمولاً در پوسته با سس کره ذوب شده و سیر سرو می شود,1
74488,noun,a natural body passageway,یک گذرگاه طبیعی بدن,1
74487,noun,a saturated fatty acid that is the major fat in meat and dairy products,یک اسید چرب اشباع شده که اصلی ترین چربی گوشت و محصولات لبنی است,1
74489,noun,either of the passages in the outer ear from the auricle to the tympanic membrane,هر یک از مجاری در گوش خارجی از دهانه گوش به غشای تمپان,1
74490,noun,the passages in the nasal cavity formed by the projections of the nasal conchae,مجاری که در حفره بینی ایجاد می شوند در نتیجه فرافکنی بینی است,1
74493,noun,"a place that attracts many visitors; ""New York is a mecca for young artists""","مکانی که بازدیدکنندگان زیادی را به خود جلب می کند.""نیویورک یک مکه برای هنرمندان جوان است""",1
74492,noun,joint capital (with Mecca) of Saudi Arabia located in the central oasis; largest city in Saudi Arabia,پایتخت مشترک عربستان سعودی (با مکه) واقع در واحه مرکزی ؛بزرگترین شهر عربستان سعودی,1
74491,noun,joint capital (with Riyadh) of Saudi Arabia; located in western Saudi Arabia; as the birthplace of Muhammad it is the holiest city of Islam,سرمایه مشترک (با ریاض) عربستان سعودی ؛واقع در غرب عربستان سعودی.به عنوان زادگاه محمد مقدس ترین شهر اسلام است,1
74495,noun,someone whose occupation is repairing and maintaining automobiles,کسی که شغلش تعمیر و نگهداری اتومبیل است,1
74494,adjective,"resembling the action of a machine; ""from blank to blank a threadless way I pushed mechanic feet""- Emily Dickenson","شبیه عملکرد ماشین ؛""از خالی به خالی به روشی بدون نخ ، من مکانیک را فشار دادم"" - امیلی دیکنسون",1
74496,adjective,"explained in terms of physical forces; ""a mechanistic universe""","از نظر نیروهای فیزیکی توضیح داده شده است.""یک جهان مکانیکی""",1
74497,adjective,"equipped with machinery; ""a mechanized factory""","مجهز به ماشین آلات؛""یک کارخانه مکانیزه""",1
74498,adjective,"operated by a mechanism; ""windup toys""","توسط مکانیسم کار می کند.""اسباب بازی بادگیر""",1
74499,noun,a mechanical drawing of an object as if made by a plane cutting through it horizontally,یک نقشه مکانیکی از یک جسم که گویی توسط هواپیمایی که از طریق آن به صورت افقی بریده می شود ، ساخته شده است,1
74501,noun,the branch of mechanics based on Newton's laws of motion,شاخه مکانیک بر اساس قوانین حرکت نیوتن,1
74502,noun,the branch of mechanics that deals with the mechanical properties of gases,شاخه مکانیک که با خصوصیات مکانیکی گازها سروکار دارد,1
74503,noun,the branch of mechanics concerned with forces in equilibrium,شاخه مکانیک مربوط به نیروهای در تعادل است,1
74500,noun,a mechanical drawing showing the interior of an object as if made by a vertical plane passing through it,یک نقشه مکانیکی که نمای داخلی یک جسم را نشان می دهد گویی که توسط صفحه عمودی عبوری از آن ساخته شده است,1
74505,noun,a chemical mechanism involved in vital processes occurring in living organisms,یک مکانیسم شیمیایی درگیر فرآیندهای حیاتی موجود در موجودات زنده است,1
74506,noun,any mechanism whereby an infectious agent is spread from a reservoir to a human being,هر مکانیسمی که به موجب آن عامل عفونی از مخزن به یک انسان منتقل می شود,1
74504,noun,"the atomic process that occurs during a chemical reaction; ""he determined unique mechanisms for the photochemical reactions""","فرآیند اتمی که در طی یک واکنش شیمیایی رخ می دهد.""او مکانیسم های منحصر به فردی را برای واکنش های فتوشیمیایی تعیین کرد""",1
74507,noun,an innate mechanism in living organisms that controls the periodicity of many physiological functions,مکانیسم ذاتی موجودات زنده است که دوره ای بودن بسیاری از عملکردهای فیزیولوژیکی را کنترل می کند,1
74508,noun,(philosophy) the philosophical theory that all phenomena can be explained in terms of physical or biological causes,(فلسفه) نظریه فلسفی مبنی بر اینکه همه پدیده ها را می توان از نظر علل فیزیکی یا بیولوژیکی توضیح داد,1
74509,noun,mechanism that transmits power from the engine to the driving wheels of a motor vehicle,مکانیزمی که نیرو را از موتور به چرخ های رانندگی یک وسیله نقلیه موتوری منتقل می کند,1
74511,noun,a mechanism for advancing film in a camera or projector,مکانیزمی برای پیشرفت فیلم در دوربین یا پروژکتور,1
74512,noun,the mechanism in a guided missile that guides it toward its objective,مکانیسم موجود در یک موشک هدایت شونده که آن را به سمت هدف خود هدایت می کند,1
74510,noun,a mechanism capable of returning to a safe state in case there is a failure or malfunction,مکانیزمی که در صورت خرابی یا سوunction عملکرد می تواند به حالت ایمن برگردد,1
74517,noun,a revolving mechanism,مکانیزم گردان,1
74513,noun,a mechanism operated by the resistance offered or the pressure transmitted when a liquid is forced through a small opening or tube,مکانیزمی که با مقاومت ارائه شده یا فشار منتقل شده هنگام تحریک مایعات از طریق یک دهانه یا لوله کوچک ، کار می کند,1
74516,noun,a mechanism that transports magnetic tape across the read/write heads of a tape playback/recorder,مکانیزمی که نوار مغناطیسی را از طریق سر خواندن / نوشتن نوار پخش / ضبط انتقال می دهد,1
74518,noun,the internal mechanism of a device,مکانیسم داخلی دستگاه,1
74519,adjective,"using vehicles; ""motorized warfare""","استفاده از وسایل نقلیه ؛""جنگ موتوری""",1
74520,noun,someone who has won a medal,کسی که مدال گرفته است,1
74514,noun,a mechanism consisting of a metal honeycomb through which hot fluids circulate; heat is transferred from the fluid through the honeycomb to the airstream that is created either by the motion of the vehicle or by a fan,مکانیزمی متشکل از یک لانه زنبوری فلزی که مایعات گرم از طریق آن گردش می کنند.گرما از طریق لانه زنبوری به مایعات منتقل می شود که یا با حرکت وسیله نقلیه یا با فن ایجاد می شود,1
74522,noun,the quality of being mediate,کیفیت واسطه بودن,1
74515,noun,"mechanism consisting of a system of rods and levers connected to the front wheels of a motor vehicle; the steering gear pushes it left or right which swivels the front wheels, causing the vehicle to turn",مکانیزمی متشکل از یک سیستم میله و اهرم متصل به چرخ های جلو یک وسیله نقلیه موتوری ؛چرخ دنده فرمان آن را به سمت چپ یا راست فشار می دهد که چرخ های جلو را می چرخاند و باعث چرخش خودرو می شود,1
74521,noun,(Greek mythology) a princess of Colchis who aided Jason in taking the Golden Fleece from her father,(اساطیر یونان) شاهزاده خانم کلشیس که به جیسون کمک کرد پشم گوسفند طلایی را از پدرش بگیرد,1
74526,noun,mediation by an umpire,میانجیگری توسط یک داور,1
74523,adjective,dividing an animal into right and left halves,تقسیم یک حیوان به دو نیمه راست و چپ,1
74524,noun,(music) the third note of a diatonic scale; midway between the tonic and the dominant,(موسیقی) نت سوم از مقیاس دیاتونیک ؛در میانه راه بین مقوی و غالب,1
74527,noun,a genus of herbs that resemble clover,یک تیره گیاهان شبیه شبدر,1
74525,adjective,"acting or brought about through an intervening agency; ""the mediated settlement brought satisfaction to both sides""","اقدام یا ایجاد از طریق یک آژانس مداخله گر ؛""توافق نامه میانجیگری رضایت هر دو طرف را به همراه داشت""",1
74529,noun,European medic naturalized in North America having yellow flowers and sickle-shaped pods,پزشک اروپایی با داشتن گلهای زرد و غلافهای داسی شکل در آمریکای شمالی طبیعی شده است,1
74532,noun,the senior medical officer in an army or navy,افسر ارشد پزشکی در یک ارتش یا نیروی دریایی,1
74530,noun,an annual of the Mediterranean area having spiny seed pods and leaves with dark spots,یک سال از منطقه مدیترانه دارای غلافها و برگهای خار دانه دار با لکه های تیره,1
74528,noun,evergreen shrub of southern European highlands having downy foliage and a succession of yellow flowers throughout the summer followed by curious snail-shaped pods,بوته ای همیشه سبز از ارتفاعات جنوب اروپا دارای شاخ و برگ شاخ و برگ و یک سری گل زرد در طول تابستان و به دنبال آن غلاف های حلزونی شکل کنجکاو,1
74531,noun,prostrate European herb with small yellow flowers and curved black pods; naturalized in North America,سجده گیاه اروپایی با گلهای کوچک زرد و غلافهای سیاه و خمیده.طبیعی در آمریکای شمالی,1
74533,noun,an oral antiviral drug (trade name Zovirax) used to treat genital herpes; does not cure the disease but relieves the symptoms,یک داروی ضد ویروسی خوراکی (با نام تجاری Zovirax) که برای درمان تبخال دستگاه تناسلی استفاده می شود.این بیماری را درمان نمی کند اما علائم را تسکین می دهد,1
74534,noun,a tablet (trade name Fosamax) prescribed to prevent or treat osteoporosis in women after menopause,یک قرص (با نام تجاری Fosamax) برای جلوگیری یا درمان پوکی استخوان در زنان پس از یائسگی تجویز شده است,1
74537,noun,a drug that is designed to prevent the growth of blood vessels that nourish tumors,دارویی که برای جلوگیری از رشد رگهای خونی تغذیه کننده تومورها طراحی شده است,1
74535,noun,a drug (trade name Zyloprim) used to treat gout and other conditions in which there is an excessive buildup of uric acid,یک دارو (با نام تجاری Zyloprim) برای درمان نقرس و سایر بیماری هایی که در آنها تجمع بیش از حد اسید اوریک وجود دارد,1
74538,noun,a drug used to treat an abnormal heart rhythm,دارویی که برای درمان ریتم غیر طبیعی قلب استفاده می شود,1
74536,noun,a drug (trade name Inocor) used intravenously in heart failure; increases strength of contraction of myocardium,دارویی (با نام تجاری Inocor) که به صورت وریدی در نارسایی قلبی استفاده می شود.قدرت انقباض میوکارد را افزایش می دهد,1
74539,noun,a substance that opposes or blocks the action of acetylcholine,ماده ای که با استیل کولین مخالف یا مانع آن می شود,1
74541,noun,a drug used to treat or prevent convulsions (as in epilepsy),دارویی که برای درمان یا جلوگیری از تشنج استفاده می شود (مانند صرع),1
74543,noun,a drug used to treat diabetes mellitus,دارویی که برای درمان دیابت شیرین استفاده می شود,1
74540,noun,a medicine that inhibits cholinesterase by combining with it and so has a cholinergic effect,دارویی که کولین استراز را با ترکیب با آن مهار می کند و بنابراین دارای اثر کولینرژیک است,1
74544,noun,a drug used to control or stop diarrhea,دارویی که برای کنترل یا قطع اسهال استفاده می شود,1
74542,noun,any of a class of drugs used to treat depression; often have undesirable side effects,هر دسته از داروهایی که برای درمان افسردگی استفاده می شود.اغلب عوارض جانبی نامطلوبی دارند,1
74545,noun,a drug that limits the formation of urine,دارویی که تشکیل ادرار را محدود می کند,1
74546,noun,a drug that prevents or alleviates nausea and vomiting,دارویی که از حالت تهوع و استفراغ جلوگیری یا تسکین می دهد,1
74547,noun,a drug that reduces high blood pressure,دارویی که فشار خون بالا را کاهش می دهد,1
74549,noun,any drug that destroys viruses,هر دارویی که ویروس ها را از بین ببرد,1
74548,noun,a medicine intended to reduce inflammation,دارویی برای کاهش التهاب,1
74550,noun,a drug combination found in some over-the-counter headache remedies (aspirin and phenacetin and caffeine),یک ترکیب دارویی که در برخی از داروهای سردرد بدون نسخه (آسپرین و فنی استین و کافئین) یافت می شود,1
74551,noun,an oral dose of radioactive substance used in treatment and diagnosis of cancer,دوز خوراکی ماده رادیواکتیو که در درمان و تشخیص سرطان استفاده می شود,1
74553,noun,a class of drugs that inhibit (block) some biological process,دسته ای از داروها که برخی از فرآیندهای بیولوژیکی را مهار (مسدود) می کنند,1
74552,noun,an immunosuppressive drug (trade name Imuran) used to prevent rejection of a transplanted organ,داروی سرکوب کننده سیستم ایمنی (نام تجاری Imuran) که برای جلوگیری از رد عضوی پیوندی استفاده می شود,1
74554,noun,a drug that relaxes and dilates the bronchial passageways and improves the passages of air into the lungs,دارویی که مسیرهای برونش را شل کرده و گشاد می کند و عبور هوا را به داخل ریه ها بهبود می بخشد,1
74558,noun,medicine intended to relieve the symptoms of the common cold,دارویی برای تسکین علائم سرماخوردگی در نظر گرفته شده است,1
74556,noun,a drug (trade name Atromid-S) that reduces lipids in the blood serum; used to treat some cardiovascular diseases,دارویی (با نام تجاری Atromid-S) که لیپیدها را در سرم خون کاهش می دهد.برای درمان برخی بیماری های قلبی عروقی استفاده می شود,1
74559,noun,a medicine applied locally to produce superficial inflammation in order to reduce deeper inflammation,دارویی برای تولید التهاب سطحی به منظور کاهش التهاب عمیق استفاده می شود,1
74561,noun,a drug that decreases pulmonary congestion,دارویی که احتقان ریوی را کاهش می دهد,1
74557,noun,a blood thinner (trade name Plavix) approved for the treatment of mild heart attacks; works by preventing blood platelets from sticking together to form clots that would restrict blood flow,رقیق کننده خون (با نام تجاری Plavix) که برای درمان حملات خفیف قلبی تأیید شده است.با جلوگیری از چسبیدن پلاکت های خون به یکدیگر و ایجاد لخته هایی که جریان خون را محدود می کنند ، عمل می کند,1
74555,noun,any of a class of drugs that block the flow of the electrolyte calcium (either in nerve cell conduction or smooth muscle contraction of the heart); has been used in the treatment of angina or arrhythmia or hypertension or migraine,هر دسته از داروهایی که جریان کلسیم الکترولیت را مسدود می کنند (یا در انتقال سلول عصبی یا انقباض عضله صاف قلب).در درمان آنژین یا آریتمی یا فشار خون بالا یا میگرن استفاده شده است,1
74560,noun,any drug that has a toxic effect on cells; commonly used in chemotherapy to inhibit the proliferation of cancerous cells,هر دارویی که اثر سمی بر سلولها داشته باشد.معمولاً در شیمی درمانی برای جلوگیری از تکثیر سلولهای سرطانی استفاده می شود,1
74562,noun,a drug (trade name Antabuse) used in the treatment of alcoholism; causes nausea and vomiting if alcohol is ingested,یک دارو (با نام تجاری Antabuse) که در درمان اعتیاد به الکل استفاده می شود.در صورت مصرف الکل باعث حالت تهوع و استفراغ می شود,1
74565,noun,drug containing fixed amounts of two or more ingredients,دارو حاوی مقادیر ثابت دو یا چند ماده,1
74566,noun,medication (trade name Lopid) used to lower the levels of triglyceride in the blood,دارو (با نام تجاری Lopid) برای کاهش سطح تری گلیسیرید در خون استفاده می شود,1
74564,noun,a combination of protease inhibitors taken with reverse transcriptase inhibitors; used in treating AIDS and HIV,ترکیبی از مهارکننده های پروتئاز گرفته شده با مهار کننده های معکوس ترانس کریپتاز.در درمان ایدز و اچ آی وی استفاده می شود,1
74563,noun,the trade name for a drug used to treat upper respiratory congestion; it contains an antihistamine and a bronchodilator and a vasoconstrictor,نام تجاری دارویی که برای درمان احتقان دستگاه تنفسی فوقانی استفاده می شود.حاوی یک آنتی هیستامین و یک گشاد کننده برونش و یک انقباض کننده عروق است,1
74567,noun,a medicine made from plants and used to prevent or treat disease or promote health,دارویی که از گیاهان ساخته شده و برای پیشگیری یا معالجه بیماری یا ارتقا promote سلامتی استفاده می شود,1
74569,noun,a drug that lowers the body's normal immune response,دارویی که پاسخ ایمنی طبیعی بدن را کاهش می دهد,1
74570,noun,drug (trade name Isuprel) used to treat bronchial asthma and to stimulate the heart,دارو (با نام تجاری Isuprel) برای درمان آسم برونش و تحریک قلب استفاده می شود,1
74571,noun,drug (trade name Isordil) used to treat angina pectoris and congestive heart failure,دارو (با نام تجاری Isordil) که برای درمان آنژین پکتوریس و نارسایی احتقانی قلب استفاده می شود,1
74572,noun,a medicine that lowers blood cholesterol levels by inhibiting HMG-CoA reductase,دارویی که با مهار HMG-CoA ردوکتاز سطح کلسترول خون را کاهش می دهد,1
74568,noun,a medicine used to treat the gastric effects of histamine in cases of peptic ulcers and gastritis and gastroesophageal reflux; works by blocking the effects of histamine on the receptor site known as H2,دارویی که برای درمان اثرات معده هیستامین در موارد زخم معده و ورم معده و ریفلاکس معده استفاده می شود.با جلوگیری از اثرات هیستامین در محل گیرنده معروف به H2 عمل می کند,1
74573,noun,parasympathomimetic drug (trademark Mecholyl) that stimulates secretions and smooth muscle activity,داروی پاراسمپاتومیمتیک (مارکولیل) که ترشحات و فعالیت عضلات صاف را تحریک می کند,1
74575,noun,a drug that is sold without a prescription,دارویی که بدون نسخه پزشک به فروش می رسد,1
74577,noun,medicine used to treat diarrhea,دارویی که برای درمان اسهال استفاده می شود,1
74576,noun,a drug that induces labor by stimulating contractions of the muscles of the uterus,دارویی که با تحریک انقباضات عضلات رحم باعث زایمان می شود,1
74574,noun,a medicine made from the seeds of an Asiatic tree; contains strychnine and brucine; formerly used as a stimulant,دارویی که از دانه های یک درخت آسیا تهیه شده است.حاوی استریکنین و بروسین است.قبلاً به عنوان محرک استفاده می شد,1
74578,noun,medicine that is protected by a patent and available without a doctor's prescription,دارویی که توسط حق ثبت اختراع محافظت می شود و بدون تجویز پزشک در دسترس است,1
74579,noun,a drug (trade name Cuprimine) used to treat heavy metal poisoning and Wilson's disease and severe arthritis,دارویی (با نام تجاری کوپریمین) برای درمان مسمومیت با فلزات سنگین و بیماری ویلسون و آرتروز شدید استفاده می شود,1
74580,noun,a drug used as a circulatory and respiratory stimulant; larger doses cause convulsions in shock therapy; Metrazol is a trademark,دارویی که به عنوان محرک گردش خون و تنفس استفاده می شود.دوزهای بیشتر باعث تشنج در شوک درمانی می شود.Metrazol یک علامت تجاری است,1
74581,noun,drug or medicine that is prepared or dispensed in pharmacies and used in medical treatment,دارو یا دارویی که در داروخانه ها تهیه یا توزیع می شود و در درمان های پزشکی استفاده می شود,1
74582,noun,an innocuous or inert medication; given as a pacifier or to the control group in experiments on the efficacy of a drug,یک داروی بی ضرر یا بی اثر ؛در آزمایشات مربوط به اثر بخشی دارو به عنوان پستانک یا به گروه کنترل داده می شود,1
74583,noun,any of various cosmetic or medical preparations dispensed in the form of a pulverized powder,هر یک از داروهای مختلف آرایشی یا پزشکی که به صورت پودر پودر شده توزیع می شوند,1
74586,noun,a medicine for external application that produces redness of the skin,دارویی برای کاربردهای خارجی که باعث قرمزی پوست می شود,1
74585,noun,a uricosuric drug that reduces the level of uric acid in the blood; used to treat gout,داروی اوریکوزوریک که سطح اسید اوریک را در خون کاهش می دهد.برای درمان نقرس استفاده می شود,1
74587,noun,medicine in the form of a syrup that has a calming effect,دارو به شکل شربت است که اثر آرام بخشی دارد,1
74584,noun,"a drug that is available only with written instructions from a doctor or dentist to a pharmacist; ""he told the doctor that he had been taking his prescription regularly""","دارویی که فقط با دستورالعمل کتبی پزشک یا دندانپزشک به داروساز در دسترس است.""او به دکتر گفت که به طور منظم نسخه خود را مصرف می کرده است""",1
74588,noun,"a medicine that has a mitigating effect on a specific disease; ""quinine is a specific for malaria""","دارویی که دارای اثر تخفیف بر روی یک بیماری خاص است.""کینین خاص مالاریا است""",1
