id,pos,gloss,persian_gloss,checked,,,,,,
88250,noun,either of the sidelines in soccer or rugby,در فوتبال یا راگبی یکی از حاشیه ها است,0,,,,,,
88251,adjective,"inclining or directed to one side; ""moved downward in a sidelong way"" - Bram Stoker",تمایل یا هدایت به یک طرف,0,,,,,,
88252,noun,a flight maneuver; aircraft slides sideways in the air,مانور پرواز,0,,,,,,
88253,noun,a swimming stroke in which the arms move forward and backward while the legs do a scissors kick,یک حرکت شنا که در آن بازوها به جلو و عقب حرکت می کنند در حالی که پاها با قیچی لگد می زنند,0,,,,,,
88254,noun,a kick used in the sidestroke; legs are brought together in a scissoring motion,لگدی که در پیست ران استفاده می شود.,0,,,,,,
88255,verb,strike from the side,از پهلو زدن,0,,,,,,
88256,noun,a wall that forms the side of a structure,دیواری که کنار یک سازه را تشکیل می دهد,0,,,,,,
88257,noun,large rattlesnakes; seldom bite unless startled or pursuing prey,مار جغجغه بزرگ,0,,,,,,
88258,noun,a siege in which Federal troops under Sherman cut off the railroads supplying the city and then burned it; 1864,محاصره ای که در آن نیروهای فدرال تحت فرمان شرمن راه آهن تأمین کننده شهر را قطع کردند و سپس آن را سوزاندند.,0,,,,,,
88259,noun,the French military base fell after a siege by Vietnam troops that lasted 56 days; ended the involvement of France in Indochina in 1954,پایگاه نظامی فرانسه پس از محاصره نیروهای ویتنام که 56 روز طول کشید سقوط کرد.,0,,,,,,
88260,noun,a long siege by the English was relieved by Joan of Arc in 1429,پایگاه نظامی فرانسه پس از محاصره نیروهای ویتنام که 56 روز طول کشید سقوط کرد.,0,,,,,,
88261,noun,the town was taken from the Turks by the Russians in 1877 after a siege of 143 days,این شهر پس از 143 روز محاصره در سال 1877 توسط روس ها از ترکان گرفته شد,0,,,,,,
88262,noun,the Athenian siege of Syracuse (415-413 BC) was eventually won by Syracuse,در نهایت محاصره آتن توسط سیراکوس (415-413 قبل از میلاد) توسط سیراکوز به پیروزی رسید,0,,,,,,
88263,noun,the Roman siege of Syracuse (214-212 BC) was eventually won by the Romans who sacked the city (killing Archimedes),در محاصره روم سیراکوس (214-212 قبل از میلاد) سرانجام توسط رومی ها که شهر را از بین بردند به پیروزی رسید (کشتن ارشمیدس),0,,,,,,
88264,noun,a decisive battle in the American Civil War (1863); after being besieged for nearly seven weeks the Confederates surrendered,نبردی سرنوشت ساز در جنگ داخلی آمریکا (1863) ؛,0,,,,,,
88265,noun,in 1781 during the American Revolution the British under Cornwallis surrendered after a siege of three weeks by American and French troops,در سال 1781 در جریان انقلاب آمریکا ، انگلیس به فرماندهی کورنوالیس پس از سه هفته محاصره توسط نیروهای آمریکایی و فرانسوی تسلیم شد,0,,,,,,
88266,noun,an earth color containing ferric oxides; used as a pigment,در سال 1781 در جریان انقلاب آمریکا ، انگلیس به فرماندهی کورنوالیس پس از سه هفته محاصره توسط نیروهای آمریکایی و فرانسوی تسلیم شد,0,,,,,,
88267,noun,a reddish-brown pigment produced by roasting sienna,یک رنگدانه قهوه ای مایل به قرمز که توسط بو دادن سینا تولید می شود,0,,,,,,
88268,noun,a yellowish-brown pigment made from untreated sienna,یک رنگدانه قهوه ای مایل به زرد ساخته شده از سینای درمان نشده,0,,,,,,
88269,noun,a Spanish mackerel of western North America,یک ماهی خال مخالی اسپانیایی از غرب آمریکای شمالی,0,,,,,,
88270,verb,sift anew,دوباره الک کنید,0,,,,,,
88271,noun,an utterance made by exhaling audibly,سخنی که با بازدم شنیدنی ساخته شده است,0,,,,,,
88272,noun,"a sound like a person sighing; ""she heard the sigh of the wind in the trees""",صدایی شبیه آه کشیدن انسان ؛,0,,,,,,
88273,noun,"an instance of visual perception; ""the sight of his wife brought him back to reality""; ""the train was an unexpected sight""",نمونه ای از ادراک بصری ؛,0,,,,,,
88274,noun,"something or someone seen (especially a notable or unusual sight); ""the tragic spectacle of cripples trying to escape""",چیزی یا کسی که دیده شده است (به ویژه یک منظره قابل توجه یا غیر معمول) ؛,0,,,,,,
88275,noun,normal eyesight,چیزی یا کسی که دیده شده است (به ویژه یک منظره قابل توجه یا غیر معمول) ؛,0,,,,,,
88276,noun,vision using the rods,دید با استفاده از میله ها,0,,,,,,
88277,noun,vision involving the use of both eyes,بینایی شامل استفاده از هر دو چشم است,0,,,,,,
88278,noun,vision using the fovea and parafovea,بینایی با استفاده از حفره و پارافوا,0,,,,,,
88279,noun,the normal ability to see colors,توانایی طبیعی دیدن رنگ ها,0,,,,,,
88280,noun,vision for objects that a 20 feet or more from the viewer,دید برای اشیایی که فاصله آن 20 فوت یا بیشتر از بیننده است,0,,,,,,
88281,noun,vision with only one eye,بینایی فقط با یک چشم,0,,,,,,
88282,noun,vision for objects 2 feet or closer to the viewer,دید برای اشیا 2 2 فوت یا نزدیکتر به بیننده,0,,,,,,
88283,noun,the ability to see in reduced illumination (as in moonlight),توانایی دیدن در کاهش نور (مانند نور ماه),0,,,,,,
88284,noun,normal vision in daylight; vision with sufficient illumination that the cones are active and hue is perceived,دید طبیعی در نور روز ؛,0,,,,,,
88285,noun,vision using only the periphery of the retina,بینایی فقط با استفاده از محیط پیرامون شبکیه,0,,,,,,
88286,noun,a sighting device in an aircraft for aiming bombs,یک وسیله ر sightیت در هواپیما برای هدف قرار دادن بمب ها,0,,,,,,
88287,verb,sign at the bottom of (a document),در پایین (یک سند) امضا کنید,0,,,,,,
88288,verb,signal by or as if by a flag or light waved according to a code,سیگنال توسط یا مثل اینکه توسط یک پرچم یا نور مطابق با کد تکان داده شود,0,,,,,,
88289,verb,"give a signal by whistling; ""She whistled for her maid""",با سوت زدن سیگنال بدهید.,0,,,,,,
88290,noun,"a signal to begin (as in a race); ""the starting signal was a green light""; ""the runners awaited the start""",سیگنالی برای شروع (مثل مسابقه) ؛,0,,,,,,
88291,noun,a signal announcing the approach of a storm (particularly a storm of marked violence),سیگنالی که نزدیک شدن طوفان (به ویژه طوفان خشونت بارز) را اعلام می کند,0,,,,,,
88292,noun,a signal (especially electronic or by radio) indicating the precisely correct time,سیگنالی (به ویژه الکترونیکی یا رادیویی) که زمان دقیق آن را نشان می دهد,0,,,,,,
88293,noun,an internationally recognized signal sent out by a ship or plane indicating that help is needed,یک سیگنال شناخته شده بین المللی که توسط کشتی یا هواپیما ارسال می شود و نشان می دهد که کمک لازم است,0,,,,,,
88294,noun,the act of signalling (e.g.," summoning) by whistling or blowing a whistle; ""the whistle signalled the end of the game""",عمل سیگنالینگ (به عنوان مثال احضار) با سوت زدن یا سوت زدن ؛,0,,,,,
88295,noun,"a silent signal of warning or recognition; ""she started to speak but he gave her the high sign""",یک سیگنال بی صدا از هشدار یا تشخیص ؛,0,,,,,,
88296,noun,a signal generated by electronic means,سیگنال تولید شده توسط ابزار الکترونیکی,0,,,,,,
88297,noun,a characteristic signal emitted by a transmitter used for navigation,یک سیگنال مشخصه ساطع شده توسط فرستنده ای که برای پیمایش استفاده می شود,0,,,,,,
88298,noun,signboard consisting of two hinged boards that hang front and back from the shoulders of a walker and are used to display advertisements,تابلوی تبلیغاتی متشکل از دو تخته لولایی که از جلو و عقب از شانه های واکر آویزان شده و برای نمایش تبلیغات استفاده می شود,0,,,,,,
88299,noun,an alphabet of manual signs,تابلوی تبلیغاتی متشکل از دو تخته لولایی که از جلو و عقب از شانه های واکر آویزان شده و برای نمایش تبلیغات استفاده می شود,0,,,,,,
88300,noun,the sign language used in the United States,زبان اشاره در ایالات متحده استفاده می شود,0,,,,,,
88301,noun,someone who makes a loud high sound,کسی که صدای بلندی بلند می دهد,0,,,,,,
88302,noun,a signer in addition to the principal signer (to verify the authenticity of the principal signature or to provide surety),یک امضا کننده علاوه بر امضا کننده اصلی (برای تأیید صحت امضای اصلی یا ارائه ضمانت),0,,,,,,
88303,noun,a signer of a 1679 address to Charles II in which those who petitioned for the reconvening of parliament were condemned and abhorred,امضا کننده خطاب به چارلز دوم در سال 1679 که در آن کسانی که برای تشکیل مجدد پارلمان درخواست کردند محکوم و نفرت داشتند,0,,,,,,
88304,noun,a person who transfers his ownership interest in something by signing a check or negotiable security,شخصی که با امضای چک یا اوراق بهادار قابل معامله ، منافع مالکیت خود را در چیزی منتقل می کند,0,,,,,,
88305,noun,a signature written by one person for another,امضایی که توسط یک شخص برای شخص دیگر نوشته شده است,0,,,,,,
88306,noun,the signature of a sovereign on an official document,امضای یک حاکم بر یک سند رسمی,0,,,,,,
88307,adjective,"having a handwritten signature; ""a signed letter""",داشتن یک امضای دست نویس,0,,,,,,
88308,adjective,"bearing an autograph; ""an autographed copy of his latest book""",تحمل امضا ؛,0,,,,,,
88309,noun,significance owing to its history,اهمیت آن به دلیل تاریخ آن است,0,,,,,,
88310,noun,the quality of having great value or significance,کیفیت داشتن ارزش یا اهمیت زیاد,0,,,,,,
88311,adjective,"too closely correlated to be attributed to chance and therefore indicating a systematic relation; ""the interaction effect is significant at the .01 level""; ""no significant difference was found""",بیش از حد نزدیک به هم نسبت داده می شود تا به شانس نسبت داده شود و بنابراین نشان دهنده یک رابطه سیستماتیک است.,0,,,,,,
88312,noun,an Italian title of address equivalent to Mrs. when used before a name,یک عنوان ایتالیایی آدرس معادل خانم وقتی قبل از یک نام استفاده می شود,0,,,,,,
88313,noun,an Italian courtesy title for an unmarried woman; equivalent to `Miss', it is either used alone or before a name,عنوان حسن نیت ارائه می دهد ایتالیایی برای یک زن مجرد.,0,,,,,
88314,noun,"a refusal to speak when expected; ""his silence about my contribution was surprising""",امتناع از صحبت در صورت انتظار,0,,,,,,
88315,noun,short tube attached to the muzzle of a gun that deadens the sound of firing,لوله کوتاه متصل به پوزه تفنگ که صدای شلیک را از بین می برد,0,,,,,,
88316,noun,any of the minor woodland deities who were companions of Dionysus (similar to the satyrs),هر یک از خدایان کوچک جنگل که از همراهان دیونیسوس بودند (شبیه به شهدا),0,,,,,,
88317,noun,a pure form of finely ground silica,یک فرم خالص از سیلیس ریز آسیاب شده,0,,,,,,
88318,noun,a vacuum coffee maker,یک قهوه ساز خلاuum,0,,,,,,
88319,noun,a kitchen appliance for brewing coffee automatically,یک وسیله آشپزخانه برای دم قهوه به صورت خودکار,0,,,,,,
88320,noun,variety of silica containing microcrystalline quartz,انواع سیلیس حاوی کوارتز ریز بلور,0,,,,,,
88321,noun,a porous form of silica that is highly absorbent,یک شکل متخلخل از سیلیس است که بسیار جاذب است,0,,,,,,
88322,noun,a soft elastic silicone polymer that increases in elasticity with the application of force; used in the center of golf balls and as shock-absorbent padding,یک پلیمر سیلیکونی الاستیک نرم که با اعمال نیرو در کشش افزایش می یابد.,0,,,,,,
88323,noun,fibers from silkworm cocoons provide threads for knitting,یک پلیمر سیلیکونی الاستیک نرم که با اعمال نیرو در کشش افزایش می یابد.,0,,,,,,
88324,noun,any of several Australian timber trees having usually fernlike foliage and mottled wood used in cabinetry and veneering,هر یک از چندین درخت چوبی استرالیایی که معمولاً شاخ و برگ شاخ مانند و چوب های خالدار استفاده می شود در کابینت و روکش استفاده می شود,0,,,,,,
88325,noun,large genus of Australian shrubs and trees having usually showy orange or red flowers,تیره بزرگ درختچه ها و درختان استرالیا که معمولاً گلهای نارنجی یا قرمز نمایان دارند,0,,,,,,
88326,noun,tall shrub with cylindrical racemes of red flowers and pinnatifid leaves silky and grey beneath; eastern Australia,تیره بزرگ درختچه ها و درختان استرالیا که معمولاً گلهای نارنجی یا قرمز نمایان دارند,0,,,,,,
88327,noun,small slender tree with usually entire grey-green pendulous leaves and white or cream flowers; northern Australia,یک درخت کوچک و باریک با برگهای آویز کاملاً سبز خاکستری و گلهای سفید یا کرم.,0,,,,,,
88328,noun,medium to tall fast-growing tree with orange flowers and feathery bipinnate leaves silky-hairy beneath; eastern Australia,درخت متوسط و بلند رشد سریع با گلهای نارنجی و برگهای دو شاخه پر از زیر.,0,,,,,,
88329,noun,tree yielding hard heavy reddish wood,درخت متوسط و بلند رشد سریع با گلهای نارنجی و برگهای دو شاخه پر از زیر.,0,,,,,,
88330,noun,women's stockings made from a sheer material (nylon or rayon or silk),جوراب های زنانه ساخته شده از مواد خالص (نایلون یا ریون یا ابریشم),0,,,,,,
88331,noun,type genus of the Bombycidae: Chinese silkworm moth,جنس نوع Bombycidae: پروانه کرم ابریشم چینی,0,,,,,,
88332,noun,important and widely distributed family of moths including some of the largest insects known,خانواده پروانه های مهم و گسترده توزیع شده از جمله بزرگترین حشرات شناخته شده,0,,,,,,
88333,noun,large green silkworm of the cynthia moth,کرم ابریشم سبز بزرگ پروانه سینتیا,0,,,,,,
88334,noun,the sill of a window; the horizontal member at the bottom of the window frame,آستانه پنجره ؛,0,,,,,,
88335,noun,a cylindrical tower used for storing silage,برج استوانه ای که برای ذخیره سیلا استفاده می شود,0,,,,,,
88336,adjective,"relating to or characteristic of wooded regions; ""a shady sylvan glade""",مربوط یا مشخصه مناطق جنگلی.,0,,,,,,
88337,noun,a spirit that lives in or frequents the woods,روحی که در جنگل زندگی می کند یا در آن مکرر است,0,,,,,,
88338,noun,coins made of silver,سکه های ساخته شده از نقره,0,,,,,,
88339,noun,a silver of the degree of purity established for making legal silver coins,نقره ای از درجه خلوص ایجاد شده برای ساخت سکه های نقره قانونی,0,,,,,,
88340,noun,any of various deciduous trees of the genus Halesia having white bell-shaped flowers,هر یک از درختان برگریز مختلف تیره هالسیا دارای گلهایی به شکل زنگوله سفید,0,,,,,,
88341,noun,deciduous small trees or shrubs of China and eastern North America,درختان کوچک یا درختچه های برگریز چین و شرق آمریکای شمالی,0,,,,,,
88342,noun,medium-sized tree of West Virginia to Florida and Texas,درخت متوسط ویرجینیای غربی به فلوریدا و تگزاس,0,,,,,,
88343,noun,red fox in the color phase when its pelt is tipped with white,روباه قرمز در مرحله رنگ زمانی که گلوله آن با رنگ سفید قرار می گیرد,0,,,,,,
88344,noun,tableware that is plated with silver,ظروف غذاخوری که با نقره اندود شده اند,0,,,,,,
88345,noun,"the inherited wealth of established upper-class families; ""he was born with a silver spoon in his mouth""; ""she is the daughter of old money from Massachusetts""",ثروت موروثی خانواده های طبقه بالا مستقر ؛,0,,,,,,
88346,noun,wealth that is inherited rather than earned,ثروتی که به جای به دست آوردن ، به ارث می رسد,0,,,,,,
88347,noun,a monetary standard under which the basic unit of currency is defined by a stated quantity of silver,ثروتی که به جای به دست آوردن ، به ارث می رسد,0,,,,,,
88348,noun,silver-grey wingless insect found in houses feeding on book bindings and starched clothing,حشره بدون بال خاکستری نقره ای در خانه هایی که از صحافی کتاب و لباس نشاسته تغذیه می کنند ، یافت می شود,0,,,,,,
88349,noun,type genus of the Lepismatidae: silverfish,تیره نوع Lepismatidae: ماهی نقره ای,0,,,,,,
88350,noun,silverware serving dishes,ظروف سرو نقره,0,,,,,,
88351,adjective,(of words) expressing closely related meanings,(از کلمات) بیان کننده معانی نزدیک,0,,,,,,
88352,adjective,(of words) meaning the same or nearly the same,(از کلمات) به معنای همان یا تقریباً همان,0,,,,,,
88353,noun,"an approximate definition or example; ""she wore a sort of magenta dress""; ""she served a creamy sort of dessert thing""",یک تعریف تقریبی یا مثال ؛,0,,,,,,
88354,noun,a Gestalt principle of organization holding that (other things being equal) parts of a stimulus field that are similar to each other tend to be perceived as belonging together as a unit,یک اصل سازمان گشتالت بر این است که (موارد دیگر برابر هستند) قسمتهایی از یک زمینه محرک که شبیه یکدیگر هستند تمایل دارند که به عنوان یک واحد به هم تعلق داشته باشند,0,,,,,,
88355,noun,"temperature just below the boiling point; ""the stew remained at a simmer for hours""",دما درست زیر نقطه جوش.,0,,,,,,
88356,noun,United States singer and songwriter (born in 1942),دما درست زیر نقطه جوش.,0,,,,,,
88357,noun,a smiler whose smile is silly and self-conscious and sometimes coy,لبخندی که لبخندش احمقانه و خودآگاه و گاهی دنج است,0,,,,,,
88358,adjective,"having only one part or element; ""a simplex word has no affixes and is not part of a compound--like `boy' compared with `boyish' or `house' compared with `houseboat'""",داشتن تنها یک قسمت یا عنصر ؛,0,,,,,,
88359,adjective,"representing the furthest possible extent of analysis or division into parts; ""a feeling is a simple and undecomposable mental state""- G.S.Brett; ""this weight of evidence is something mystical and unanalyzable""-M.R.Cohen",داشتن تنها یک قسمت یا عنصر ؛,0,,,,,,
88360,adjective,"lacking complexity; ""small and uncomplicated cars for those really interested in motoring""; ""an unsophisticated machine""",فاقد پیچیدگی,0,,,,,,
88361,adjective,of a leaf shape; narrowly triangular, wider at the apex and tapering toward the base,شکل برگ,0,,,,,
88362,adjective,having the shape of the head of an ax or cleaver,شکل برگ,0,,,,,,
88363,adjective,of trees whose leaves are acerate,از درختانی که برگهای آنها منقارض می شود,0,,,,,,
88364,adjective,of conifers having two needles,از مخروطیان دارای دو سوزن,0,,,,,,
88365,adjective,of conifers having three needles,از مخروطیان دارای سه سوزن,0,,,,,,
88366,adjective,of conifers having four needles,از مخروطیان دارای چهار سوزن,0,,,,,,
88367,adjective,of conifers having five needles,از مخروطیان دارای پنج سوزن,0,,,,,,
88368,adjective,of a leaf shape; having a broad rounded apex and a tapering base,شکل برگ,0,,,,,,
88369,adjective,of a leaf having the base united around (and apparently pierced by) the stem,از یک برگ که پایه آن در اطراف ساقه متحد شده است (و ظاهرا توسط سوراخ شده است),0,,,,,,
88370,adjective,of a leaf shape; having a broad rounded apex and a narrow base,شکل برگ,0,,,,,,
88371,adjective,without lobes,بدون لوب,0,,,,,,
88372,noun,"a silly empty-headed person; ""you would be a dingbat even to try it""; ""yet here he was with an upper class dingbat who just happened to be married to his sister""",شخص احمقانه ای با سر خالی ؛,0,,,,,,
88373,noun,person who is mentally retarded in general but who displays remarkable aptitude in some limited field (usually involving memory),فردی که به طور کلی عقب مانده ذهنی است اما استعداد قابل توجهی را در برخی زمینه های محدود نشان می دهد (معمولاً شامل حافظه است),0,,,,,,
88374,noun,(Yiddish) a timid unfortunate simpleton,فردی که به طور کلی عقب مانده ذهنی است اما استعداد قابل توجهی را در برخی زمینه های محدود نشان می دهد (معمولاً شامل حافظه است),0,,,,,,
88375,noun,(Yiddish) a dolt who is a habitual bungler,(ییدیش) یک دلار که یک کلاهبردار عادی است,0,,,,,,
88376,noun,(Yiddish) an awkward and stupid person,(ییدیش) شخصی ناجور و احمق,0,,,,,,
88377,noun,a person of less than normal intelligence,فردی با هوش کمتر از حد معمول,0,,,,,,
88378,noun,someone who is regarded as contemptible,کسی که حقیر شمرده می شود,0,,,,,,
88379,adjective,allowing communication in only one direction at a time," or in telegraphy allowing only one message over a line at a time; ""simplex system""",اجازه دادن به ارتباط فقط در یک جهت در یک زمان ، یا در تلگراف اجازه می دهد فقط یک پیام در یک خط در یک زمان.,0,,,,,
88380,adjective,"operating or moving or allowing movement in one direction only; ""a unidirectional flow""; ""a unidirectional antenna""; ""a unidirectional approach to a problem""",کار کردن یا حرکت دادن یا اجازه حرکت فقط در یک جهت.,0,,,,,,
88381,noun,absence of affectation or pretense,عدم تأثیر یا تظاهر,0,,,,,,
88382,noun,a simplification that goes too far (to the point of misrepresentation),ساده ای که خیلی دور از حد است (تا حد ارائه نادرست),0,,,,,,
88383,noun,an act of excessive simplification; the act of making something seem simpler than it really is,یک عمل ساده سازی بیش از حد ؛,0,,,,,,
88384,noun,simulator consisting of a machine on the ground that simulates the conditions of flying a plane,شبیه ساز متشکل از دستگاهی روی زمین که شرایط پرواز هواپیما را شبیه سازی می کند,0,,,,,,
88385,noun,estrangement from god,دور شدن از خدا,0,,,,,,
88386,noun,the mark that God set upon Cain now refers to a person's sinful nature,علامتی که خداوند بر قابیل گذاشت اکنون به ذات گناه آلود یک شخص اشاره دارد,0,,,,,,
88387,noun,a sin committed of your own free will (as contrasted with original sin),گناهی که به اختیار خود شما انجام شده باشد (همانطور که در تقابل با گناه اصلی است),0,,,,,,
88388,noun,a pardonable sin regarded as entailing only a partial loss of grace,گناهی قابل بخشش که فقط موجب از بین رفتن فضل می شود,0,,,,,,
88389,noun,ratio of the opposite side to the hypotenuse of a right-angled triangle,نسبت ضلع مخالف به هیپوتنوز مثلث قائم الزاویه,0,,,,,,
88390,adjective,"with unconditional and enthusiastic devotion; ""heart-whole friendship""; ""gave wholehearted support to her candidacy""; ""wholehearted commitment""; ""demonstrated his whole-souled allegiance""",با ارادت بی قید و شرط و مشتاقانه ؛,0,,,,,,
88391,noun,the quality of hearty sincerity,کیفیت صداقت قلبی,0,,,,,,
88392,noun,"without hypocrisy; ""the singleness of his motives could not be questioned""",کیفیت صداقت قلبی,0,,,,,,
88393,noun,"a quality of naturalness and simplicity; ""the simple sincerity of folk songs""",کیفیت طبیعی و سادگی ؛,0,,,,,,
88394,noun,a trait of dignified seriousness,ویژگی جدی وقار,0,,,,,,
88395,noun,a wave whose waveform resembles a sine curve,موجی که شکل موج آن شبیه منحنی سینوسی است,0,,,,,,
88396,adjective,(of meat) full of sinews; especially impossible to chew,(گوشت) پر از سینو؛,0,,,,,,
88397,adjective,"having committed unrighteous acts; ""a sinful person""",مرتکب اعمال نادرست,0,,,,,,
88398,verb,sing loudly and without inhibition,با صدای بلند و بدون مهار آواز بخوانید,0,,,,,,
88399,verb,sing treble,آواز خواندن سه گانه,0,,,,,,
88400,verb,sing a descant on a main tune or melody,آواز را با آهنگ اصلی یا ملودی بخوانید,0,,,,,,
88401,verb,sing (each note a scale or in a melody) with the same vowel,آواز خواندن (هر نت مقیاس یا ملودی) با همان مصوت,0,,,,,,
88402,verb,"sing with a choir or an orchestra; ""Every year the local orchestra and choir perform the `Messiah' and the audience is invited to sing along""",با گروه کر یا ارکستر آواز بخوانید.,0,,,,,,
88403,noun,a singer of carols,یک خواننده آواز,0,,,,,,
88404,noun,a male singer who was castrated before puberty and retains a soprano or alto voice,یک خواننده مرد که قبل از بلوغ اخته شده و صدای سوپرانو یا آلتو را حفظ کرده است,0,,,,,,
88405,noun,a singer who produces a tune without opening the lips or forming words,خواننده ای که بدون باز کردن لب ها یا تشکیل کلمات یک لحن تولید می کند,0,,,,,,
88406,noun,a singer of lieder,خواننده دروغگو,0,,,,,,
88407,noun,a singer of madrigals,خواننده madrigals,0,,,,,,
88408,noun,a person who sings,شخصی که آواز می خواند,0,,,,,,
88409,noun,an adult male with a tenor voice,یک مرد بالغ با صدای تنور,0,,,,,,
88410,noun,a singer (usually a woman) who specializes in singing torch songs,یک خواننده (معمولاً یک زن) که در خواندن آهنگ های مشعل تخصص دارد,0,,,,,,
88411,noun,a singer; usually a singer who adds embellishments to the song,یک خواننده؛,0,,,,,,
88412,noun,a singer who changes register rapidly (popular is Swiss folk songs),خواننده ای که سریعاً ثبت نام خود را تغییر می دهد (محبوب ترانه های محلی سوئیس است),0,,,,,,
88413,noun,United States songwriter noted for his protest songs (born in 1941),ترانه سرای ایالات متحده به خاطر ترانه های اعتراضی خود متولد شد (متولد 1941),0,,,,,,
88414,noun,United States scat singer (born in 1918),خواننده متفرق ایالات متحده (متولد 1918),0,,,,,,
88415,noun,Spanish singer noted for his ballads and love songs (born in 1943),خواننده اسپانیایی به خاطر تصنیف ها و ترانه های عاشقانه اش متولد شد (متولد 1943),0,,,,,,
88416,noun,United States singer who did much to popularize gospel music (1911-1972),خواننده ایالات متحده که کارهای زیادی در زمینه رواج موسیقی گاسپل انجام داد (1972-1911),0,,,,,,
88417,noun,United States singer who began singing with his four brothers and later became a highly successful star during the 1980s (born in 1958),خواننده آمریکایی که با چهار برادر خود آواز را شروع کرد و بعداً در دهه 1980 به ستاره ای بسیار موفق تبدیل شد (متولد 1958),0,,,,,,
88418,noun,United States singer who died of a drug overdose at the height of her popularity (1943-1970),خواننده ایالات متحده که در اوج محبوبیت (1943-1970) به دلیل مصرف بیش از حد مواد مخدر درگذشت,0,,,,,,
88419,noun,Jamaican singer who popularized reggae (1945-1981),خواننده جامائیکی که رگی را محبوب کرد (1945-1981),0,,,,,,
88420,noun,French cabaret singer (1915-1963),خواننده کاباره فرانسوی (1915-1963),0,,,,,,
88421,noun,United States bass singer and an outspoken critic of racism and proponent of socialism (1898-1976),خواننده بیس ایالات متحده و منتقد صریح نژادپرستی و طرفدار سوسیالیسم (1896-1976),0,,,,,,
88422,noun,United States entertainer remembered for her roles in comic operas (1861-1922),سرگرم کننده ایالات متحده بخاطر بازی در اپراهای طنز (1861-1922),0,,,,,,
88423,noun,United States blues singer (1894-1937),خواننده بلوز ایالات متحده (1894-1937),0,,,,,,
88424,noun,United States singer noted for her rendition of patriotic songs (1909-1986),خواننده ایالات متحده به خاطر اجرای آهنگ های میهن پرستانه (1986 - 1909) مورد توجه قرار گرفت,0,,,,,,
88425,noun,United States jazz singer noted for her complex bebop phrasing and scat singing (1924-1990),خواننده موسیقی جاز ایالات متحده به خاطر عبارت پیچیده bebop و آواز خواندن (1990-1924),0,,,,,,
88426,noun,United States country singer and songwriter (1923-1953),خواننده و ترانه سرای کانتری ایالات متحده (1923-1953),0,,,,,,
88427,noun,United States country singer (1942-1998),خواننده کانتری ایالات متحده (1942-1998),0,,,,,,
88428,adjective,"designed for or restricted to a single person; ""a one-man show""; ""a one-person tent""",طراحی شده برای یک شخص یا محدود به آن,0,,,,,,
88429,adjective,"the single one of its kind; ""a singular example""; ""the unique existing example of Donne's handwriting""; ""a unique copy of an ancient manuscript""; ""certain types of problems have unique solutions""",در نوع خود واحد,0,,,,,,
88430,adjective,"constituting a class of its own; unique; ""a history book sui generis""; ""sui generis works like Mary Chestnut's Civil War diary""",تشکیل یک کلاس از خود؛,0,,,,,,
88431,adjective,"consisting of or involving a single element or component; ""in a unary operation in a mathematical system one element is used to yield a single result""",متشکل از یا شامل یک عنصر یا م singleلفه واحد ؛,0,,,,,,
88432,adjective,"not married or related to the unmarried state; ""unmarried men and women""; ""unmarried life""; ""sex and the single girl""; ""single parenthood""; ""are you married or single?""",ازدواج نکرده و مربوط به دولت مجرد نیست.,0,,,,,,
88433,adjective,not mated sexually,از نظر جنسی جفت نشده است,0,,,,,,
88434,adjective,of someone whose marriage has been legally dissolved,از شخصی که ازدواج او به طور قانونی منحل شده است,0,,,,,,
88435,adjective,of someone who has no marriage partner,از کسی که هیچ شریک زندگی ازدواج ندارد,0,,,,,,
88436,adjective,"of someone who has not been married; ""unwed mother""",از کسی که ازدواج نکرده است,0,,,,,,
88437,adjective,single because of death of the spouse,مجرد به دلیل مرگ همسر,0,,,,,,
88438,adjective,"having uniform application; ""a single legal code for all""",کاربرد یکنواخت ؛,0,,,,,,
88439,noun,a single resulting from a line drive,یک نتیجه حاصل از یک درایو خط,0,,,,,,
88440,noun,a system of taxation in which a tax is levied on a single commodity (usually land),یک سیستم مالیات که در آن مالیات از یک کالا (معمولاً زمین) گرفته می شود,0,,,,,,
88441,noun,a collarless men's undergarment for the upper part of the body,یک لباس زیر مردانه بدون یقه برای قسمت بالای بدن,0,,,,,,
88442,noun,informal group singing of popular songs,آوازهای گروهی غیر رسمی آهنگ های محبوب,0,,,,,,
88443,noun,strangeness by virtue of being remarkable or unusual,عجیب بودن به دلیل قابل توجه بودن و غیرمعمول بودن,0,,,,,,
88444,adjective,"preferring to use left foot or hand or eye; ""sinistral individuals exhibit dominance of the left hand and eye""",ترجیح دادن استفاده از پای چپ یا دست یا چشم ؛,0,,,,,,
88445,noun,a sink in a kitchen,یک ظرفشویی در آشپزخانه,0,,,,,,
88446,noun,a weight that sinks (as to hold nets or fishing lines under water),وزنی که غرق می شود (برای نگه داشتن تورها یا خطوط ماهیگیری در زیر آب),0,,,,,,
88447,adjective,"curved or curving in and out; ""wiggly lines""",منحنی یا منحنی داخل و خارج ؛,0,,,,,,
88448,adjective,having a strongly waved margin alternately concave and convex,داشتن یک حاشیه به شدت موج دار به طور متناوب مقعر و محدب,0,,,,,,
88449,noun,a sinus of the meatuses of the nasal cavity (behind the bridge of the nose),سینوس میتوس حفره بینی (پشت پل بینی),0,,,,,,
